epsilon_total,regime,mae,clipping_bias,median_relative_error
8,sparse,7.118332653752653,0.028181307247777565,0.2854066182660079
8,dense,4.337821577691656,0.0,0.0019071942744066286
8,sparse,4.070935345681177,0.0,0.08249509677123176
8,dense,4.658026918294429,0.0,0.0038449796817567883
8,sparse,3.2584631575926823,0.0,0.09954737254546146
8,dense,4.100870570613239,0.0,0.0027989886350222666
8,sparse,4.379856113392445,0.13309528879454505,0.15153486289264284
8,dense,4.063413267910062,0.0,0.002446176199551512
8,sparse,3.8278740840844763,0.0,0.09086486780247549
8,dense,4.3482529568944175,0.0,0.003581945204381042
